Sentence	MOR_Tier
<and &-er> [/] <and &-er> [/] <and &-er> [/] <and &-er> [/] and &-er that's his sister .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|sister .
s(h)e call(ed) boy &~uhn isn't he ?	pron|she-Prs-Nom-S3 verb|call-Fin-Ind-Past-S3 noun|boy-Acc aux|be-Fin-Ind-Pres-S3~part|not pron|he-Prs-Nom-S3 ?
mummy I xxx that before .	noun|mummy pron|I-Prs-Nom-S1 pron|that-Dem adv|before .
mummy can I xxx a d(r)ess ?	noun|mummy aux|can-Fin-S pron|I-Prs-Nom-S1 det|a-Ind-Art noun|dress ?
mummy can I make a d(r)ess ?	noun|mummy-Acc aux|can-Fin-S pron|I-Prs-Nom-S1 verb|make-Inf-S det|a-Ind-Art noun|dress-Acc ?
he's xxx .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 .
he's tired .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|tired-S1 .
&-er it's [/] it's mother .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|mother .
can we xxx pumpkin ?	aux|can-Fin-S pron|we-Prs-Nom-P1 verb|pumpkin-Inf-S ?
mummy where's the pumpkin gone ?	noun|mummy adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|pumpkin verb|go-Part-Past-S-irr ?
no it's [/] it's gone xxx .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|gone-S1 .
I think Hannah's got it .	pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 propn|Hannah~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr pron|it-Prs-Acc-S3 .
yeah s(h)e xxx back in .	intj|yeah pron|she-Prs-Nom-S3 adv|back adv|in .
here you go .	adv|here pron|you-Prs-Nom-S2 verb|go-Fin-Ind-Pres-S2 .
and they getting married .	cconj|and pron|they-Prs-Nom-P3 aux|get-Part-Pres-S verb|marry-Part-Past-S .
Tom is tired .	propn|Tom aux|be-Fin-Ind-Pres-S3 adj|tired-S1 .
then we use that one .	adv|then pron|we-Prs-Nom-P1 verb|use-Fin-Ind-Pres-P1 det|that-Def-Dem-Sing noun|one-Acc .
she's going to love him .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S part|to verb|love-Inf-S pron|he-Prs-Acc-S3 .
look look that's my book give me let me .	verb|look-Fin-Imp-S verb|look-Inf-S pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|book verb|give-Fin-Imp-S pron|I-Prs-Acc-S1 verb|let-Fin-Imp-S pron|I-Prs-Acc-S1 .
I want that now .	pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|that-Dem adv|now .
who's flying the plane ?	pron|who-Int~aux|be-Fin-Ind-Pres-S3 verb|fly-Part-Pres-S det|the-Def-Art noun|plane-Acc ?
it's stuck .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 .
wook [: look] is a baby .	verb|look-Fin-Imp-S aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|baby .
xxx is a baby .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|baby .
look is a castle .	noun|look aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|castle .
where gon [: going to] put de [: the] water ?	adv|where verb|go-Part-Pres-S part|to verb|put-Inf-S det|the-Def-Art noun|water-Acc ?
jump up man like dis [: this] is steps .	verb|jump-Fin-Imp-S adp|up noun|man-Acc sconj|like pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|step-Plur .
&~a:h is my tea !	aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|tea !
(be)cause is my tea .	sconj|because aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|tea .
yeah it's a seat is +...	intj|yeah pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|seat aux|be-Fin-Ind-Pres-S3 +...
is squ(i)rrel .	aux|be-Fin-Ind-Pres-S3 noun|squirrel .
is squ(i)rrel xxx .	aux|be-Fin-Ind-Pres-S3 noun|squirrel .
&~aw wook [: look] is a xxx squ(i)rrel (.) &-er wook [: look] .	noun|look aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|squirrel noun|look .
&-er go in dere [: there] &~uhn don't it ?	verb|go-Fin-Imp-S adp|in adv|there aux|do-Fin-Imp-Pres-S~part|not pron|it-Prs-Nom-S3 ?
dat [: that] is squ(i)rrels .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 noun|squirrel-Plur .
dis [: this] <is a> [/] is a baby an(d) de [: the] squirrels .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|baby cconj|and det|the-Def-Art noun|squirrel-Plur .
mummy don('t) xxx de [: the] key .	noun|mummy aux|do-Fin-Imp-S~part|not det|the-Def-Art noun|key .
look is a xxx farmer .	noun|look aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|farmer .
then put de [: the] farmer boy .	adv|then verb|put-Fin-Imp-S det|the-Def-Art noun|farmer noun|boy-Acc .
it's a fish !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|fish !
dat [: that] is te(le)scope .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 noun|telescope .
dat [: that] i(s) te(le)scope . [+ srp]	pron|that-Dem aux|be-Fin-Ind-Pres-S3 noun|telescope .
where's de [: the] water ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|water ?
is a xxx mummy .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|mummy .
one is xxx it .	num|one aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 .
(th)at go in dere [: there] .	pron|that-Dem verb|go-Fin-Ind-Pres-P3 adp|in adv|there .
what he doin(g) (.) here my house .	pron|what-Int-S1 pron|he-Prs-Nom-S3 verb|do-Part-Pres-S adv|here pron|my-Prs-Gen-S1 noun|house-Acc .
&~a:h is ano(ther) fish .	aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|fish .
dat's [: that's] cup o(f) tea .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|cup adp|of noun|tea .
dis [: this] is xxx +/.	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 +/.
here in de [: the] pan for tea .	adv|here adp|in det|the-Def-Art noun|pan adp|for noun|tea .
dis [: this] &-er put in dere [: there] .	pron|this-Dem-S1 verb|put-Fin-Past-S-irr adp|in adv|there .
who i(s) dis [: this] ?	pron|who-Int aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?
go [//] he go up den [: then] .	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adp|up adv|then .
what [/] what is (th)at ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
<is a> [/] is a on de [: the] bed .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adp|on det|the-Def-Art noun|bed .
is no(t) a piece xxx .	aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|piece .
is (f)or pudding .	aux|be-Fin-Ind-Pres-S3 adp|for noun|pudding-Ger .
(th)at's a likkle [: little] xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|little-S1 .
do it now !	verb|do-Fin-Imp-S pron|it-Prs-Acc-S3 adv|now !
do it now (be)cause it's dan(ger)ous .	verb|do-Fin-Imp-S pron|it-Prs-Acc-S3 adv|now sconj|because pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|dangerous-S1 .
dis [: this] is dan(ger)ous .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adj|dangerous-S1 .
now mummy .	adv|now noun|mummy .
what's in dat [: that] one .	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|in det|that-Def-Dem-Sing noun|one .
I got fishes here like dis [: this] .	pron|I-Prs-Nom-S1 verb|get-Fin-Ind-Past-S1-irr noun|fish-Plur-Acc adv|here adp|like pron|this-Dem-S1 .
<that is> [/] dat's [: that's] a xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art .
dat's [: that's] a telescope .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|telescope .
her mum is on dere [: there] .	pron|her-Prs-Gen-S3 noun|mum aux|be-Fin-Ind-Pres-S3 adp|on adv|there .
mummy can you xxx p(l)ease .	noun|mummy aux|can-Fin-S pron|you-Prs-Nom-S2 intj|please .
ahhah he's catc(h) a big fis(h) !	intj|ahhah pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|catch-Inf-S det|a-Ind-Art adj|big-S1 noun|fish-Acc !
is de [: the] squ(i)rrel .	aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|squirrel .
wanna put in dere [: there] .	pron|wanna-Prs-Nom-S1 verb|put-Fin-Ind-Past-S3-irr adp|in adv|there .
he so tired .	pron|he-Prs-Nom-S3 adv|so adj|tired-S1 .
wook [: look] here's his xxx .	verb|look-Fin-Imp-S adv|here~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-S3 .
(th)at's a store .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|store .
&-er I don't know what you doin(g) my (h)ouse ?	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S pron|what-Int-S1 pron|you-Prs-Nom-S2 verb|do-Ger-S pron|my-Prs-Gen-S1 noun|house-Acc ?
I don('t) wanna go tea .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|go-Inf-S noun|tea-Acc .
I so tired .	pron|I-Prs-Nom-S1 adv|so adj|tired-S1 .
what you doin(g) here ?	pron|what-Int-S1 pron|you-Prs-Nom-S2 verb|do-Part-Pres-S adv|here ?
is a store (.) fish his tea and walk .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|store noun|fish pron|his-Prs-Gen-S3 noun|tea cconj|and noun|walk .
that's a xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art .
that's a xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art .
is a birdie .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|birdie .
it's a birdie right here (.) bite his tail .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|birdie adv|right adv|here verb|bite-Fin-S pron|his-Prs-Gen-S3 noun|tail-Acc .
(th)is go on dere [: there] (.) I think .	pron|this-Dem-S1 verb|go-Fin-Imp-S adp|on adv|there pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 .
now here's your tea .	adv|now adv|here~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 noun|tea .
here's your tea .	adv|here~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 noun|tea .
must eat with dis [: this] (l)ook .	aux|must-Fin-S verb|eat-Inf-S adp|with det|this-Def-Dem-Sing noun|look .
&-er dis [: this] is a picture .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|picture .
(th)is is <go up> [/] go up on dis [: this] .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|go-Inf-S adp|up adp|on pron|this-Dem-S1 .
&~aw don('t) hurt it .	aux|do-Fin-Imp-S~part|not verb|hurt-Fin-Imp-S pron|it-Prs-Acc-S3 .
where's xxx on de [: the] steps .	adv|where~aux|be-Fin-Ind-Pres-S3 adp|on det|the-Def-Art noun|step-Plur .
here squirrel xxx .	adv|here noun|squirrel .
here mummy xxx .	adv|here noun|mummy .
&-er beds &-er is mummy's .	noun|bed-Plur aux|be-Fin-Ind-Pres-S3 noun|mummy~part|s .
now go to bed and he is so tired .	adv|now verb|go-Fin-Imp-S adp|to noun|bed cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adv|so adj|tired-S1 .
put one p(l)ate on dere [: there] .	verb|put-Fin-Imp-S num|one noun|plate-Acc adp|on adv|there .
he go dere [: there] xxx .	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|there .
&-er put de [: the] fis(h) back .	verb|put-Fin-Imp-S det|the-Def-Art noun|fish-Acc adv|back .
is a sack .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|sack .
where's (th)e key ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|key ?
dis [: this] is big one .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adj|big-S1 noun|one .
she ca(n) have that .	pron|she-Prs-Nom-S3 aux|can-Fin-S verb|have-Inf-S pron|that-Dem .
just a minute .	adv|just det|a-Ind-Art noun|minute .
just a minute . [+ srp]	adv|just det|a-Ind-Art noun|minute .
&~aw you have go (.) you have go .	pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 verb|go-Inf-S pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 verb|go-Inf-S .
we thought is missin(g) .	pron|we-Prs-Nom-P1 verb|think-Fin-Ind-Past-P1-irr aux|be-Fin-Ind-Pres-S3 adj|missing-S1 .
dat [: that] go on (th)ere .	pron|that-Dem verb|go-Fin-Ind-Pres-P3 adp|on adv|there .
look at what tome [: come] on dere [: there] (.) nothing .	verb|look-Fin-Imp-S adp|at pron|what-Int-S1 verb|come-Fin-Ind-Pres-S3 adp|on adv|there pron|nothing-Neg-S1 .
that's the key .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|key .
I b(r)ing dis [: this] ducks (.) and then dis [: this] .	pron|I-Prs-Nom-S1 verb|bring-Fin-Ind-Pres-S1 det|this-Def-Dem-Sing noun|duck-Plur-Acc cconj|and adv|then pron|this-Dem-S1 .
don't jump in dere [: there] (.) it's dang(e)rous .	aux|do-Fin-Imp-S~part|not verb|jump-Fin-Imp-S adp|in adv|there pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|dangerous-S1 .
no (be)cause he so tired .	intj|no sconj|because pron|he-Prs-Nom-S3 adv|so adj|tired-S1 .
wook [: look] (.) he's (h)urt his tail .	verb|look-Fin-Imp-S pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|hurt-Part-Past-S-irr pron|his-Prs-Gen-S3 noun|tail-Acc .
mhm they're so tired .	intj|mhm pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adv|so adj|tired-S1 .
he so tired .	pron|he-Prs-Nom-S3 adv|so adj|tired-S1 .
ducky xxx (a)gain .	noun|ducky adv|again .
(th)at's no fish .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|no-Def-Neg noun|fish .
that's the fish (.) fish's tail .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|fish noun|fish~part|s noun|tail .
&~aw she's c(r)yin(g) .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|cry-Part-Pres-S .
want a bit in dere [: there] .	verb|want-Fin-Imp-S det|a-Ind-Art noun|bit-Acc adp|in adv|there .
no he's call(ed) duck .	intj|no pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S noun|duck .
that owl (.) wanna get off .	det|that-Def-Dem-Sing noun|owl aux|wanna-Fin-Ind-S3 verb|get-Inf-S adp|off .
come (h)ere squirrel (.) look .	verb|come-Fin-Imp-S adv|here noun|squirrel verb|look-Fin-Imp-S .
gotta take hi(s) (h)at off .	aux|getta-Fin-S verb|take-Inf-S pron|his-Prs-Gen-S3 noun|hat-Acc adp|off .
&~a:h dis [: this] te(le)scope too big .	det|this-Def-Dem-Sing noun|telescope adv|too adj|big-S1 .
no he so tired .	intj|no pron|he-Prs-Nom-S3 adv|so adj|tired-S1 .
don('t) wanna go in de [: the] boat (.) come on .	aux|do-Fin-Imp-S~part|not part|wana verb|go-Fin-Imp-S adp|in det|the-Def-Art noun|boat verb|come-Inf-S adp|on .
he no go in de [: the] boat .	pron|he-Prs-Nom-S3 adv|no verb|go-Inf-S adp|in det|the-Def-Art noun|boat .
you ha(ve) go .	pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 noun|go .
he so tired &~aw put it in de [: the] basik [: basket] .	pron|he-Prs-Nom-S3 adv|so adj|tired-S1 verb|put-Fin-Ind-Past-S3-irr pron|it-Prs-Acc-S3 adp|in det|the-Def-Art noun|basket .
now [/] now he finish .	adv|now pron|he-Prs-Nom-S3 verb|finish-Fin-Ind-Pres-S3 .
now hi(s) fish xxx (h)urt .	adv|now pron|his-Prs-Gen-S3 noun|fish verb|hurt-Fin-Ind-Past-S3-irr .
&-er fishes wanna go in house .	noun|fish-Plur aux|wanna-Fin-Ind-S3 verb|go-Inf-S adp|in noun|house .
put dis [: this] xxx back on .	verb|put-Fin-Imp-S pron|this-Dem-S1 adv|back adp|on .
&-er (.) now lift it out .	adv|now verb|lift-Fin-Imp-S pron|it-Prs-Acc-S3 adp|out .
can yo(u) op(en) door ?	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|open-Inf-S noun|door-Acc ?
can yo(u) op(en) door ? [+ srp]	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|open-Inf-S noun|door-Acc ?
can yo(u) op(en) door ? [+ srp]	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|open-Inf-S noun|door-Acc ?
xxx where are you ?	adv|where aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 ?
&~a:h put my cattie here .	verb|put-Fin-Imp-S pron|my-Prs-Gen-S1 noun|cattie-Acc adv|here .
so many cats .	adv|so adj|many-S1 noun|cat-Plur .
(l)ook de [: the] duck go in dere [: there] .	verb|look-Fin-Imp-S det|the-Def-Art noun|duck-Acc verb|go-Fin-Imp-S adp|in adv|there .
duck [/] duck come here (.) back back !	noun|duck verb|come-Fin-Imp-S adv|here adv|back adv|back !
I'm here .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|here .
here's a duck .	adv|here~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|duck .
do(n't) wan(t) it .	aux|do-Fin-Ind-Pres-S3~part|not verb|want-Fin-Imp-S pron|it-Prs-Acc-S3 .
that's a te(l)escope ?	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|telescope ?
here's de [: the] water .	adv|here~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|water .
no is my fish .	intj|no aux|be-Fin-Ind-Pres-S3 pron|my-Prs-Gen-S1 noun|fish .
(wh)ere is squirrel ?	adv|where aux|be-Fin-Ind-Pres-S3 noun|squirrel ?
where are you ?	adv|where aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 ?
I don't like it .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S pron|it-Prs-Acc-S3 .
he got stuck .	pron|he-Prs-Nom-S3 aux|get-Fin-Ind-Past-S3-irr adj|stuck-S1 .
it's a ni(ce) squirrel .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|nice-S1 noun|squirrel .
i(t)'s two squirrels .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 num|two noun|squirrel-Plur .
dat [: that] de [: the] mother (th)ere .	sconj|that det|the-Def-Art noun|mother adv|there .
&~a:h dat's [: that's] de [: the] mummy .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|mummy .
that's the mummy .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|mummy .
<that's &-er> [/] that's xxx (.) xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .
when dey [: they] get to boat .	adv|when pron|they-Prs-Nom-P3 verb|get-Fin-Ind-Pres-P3 part|to noun|boat .
she's doin(g) xxx .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|do-Part-Pres-S .
don't xxx my feet .	aux|do-Fin-Imp-S~part|not pron|my-Prs-Gen-S1 noun|foot-Plur .
&~a:h it's a birdies .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|birdy-Plur .
here come on squirrel (.) oops .	adv|here verb|come-Fin-Imp-S adp|on noun|squirrel noun|oop .
no no no out xxx finger !	intj|no intj|no intj|no adv|out noun|finger !
no he's call(ed) Tom .	intj|no pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|call-Part-Past-S propn|Tom .
me [: my] hat first .	pron|my-Prs-Gen-S1 noun|hat adv|first .
now put it Tom head look .	adv|now verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 propn|Tom-Acc noun|head-Acc verb|look-Inf-S .
where de [: the] others gone ?	adv|where det|the-Def-Art noun|other-Plur verb|go-Fin-Ind-Past-P3-irr ?
don('t) put de [: the] finger .	aux|do-Fin-Imp-S~part|not verb|put-Fin-Imp-S det|the-Def-Art noun|finger-Acc .
it's dan(ger)ous .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|dangerous-S1 .
wanna go in dere [: there] duck .	intj|wanna verb|go-Fin-Imp-S adp|in adv|there noun|duck .
where de [: the] squirrel gone ?	adv|where det|the-Def-Art noun|squirrel verb|go-Fin-Ind-Past-S3-irr ?
where de [: the] (s)quirrel gone ? [+ srp]	adv|where det|the-Def-Art noun|squirrel verb|go-Fin-Ind-Past-S3-irr ?
where's he gone ?	adv|where~aux|be-Fin-Ind-Pres-S3 pron|he-Prs-Nom-S3 adj|gone-S1 ?
where's de [: the] (s)quirrel gone ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|squirrel adj|gone-S1 ?
where's (l)ady ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|lady ?
don('t) eat a fis(h) .	aux|do-Fin-Imp-S~part|not verb|eat-Fin-Imp-S det|a-Ind-Art noun|fish-Acc .
now we go to xxx .	adv|now pron|we-Prs-Nom-P1 verb|go-Fin-Ind-Pres-P1 adp|to .
wook [: look] is a squirrel .	verb|look-Fin-Imp-S aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|squirrel .
(l)ook (.) know how to catch a big fis(h) .	verb|look-Fin-Imp-S verb|know-Inf-S adv|how part|to verb|catch-Inf-S det|a-Ind-Art adj|big-S1 noun|fish-Acc .
and dis [: this] (.) dis [: this] &-er put in dere [: there] .	cconj|and pron|this-Dem-S1 pron|this-Dem-S1 verb|put-Fin-Ind-Past-S-irr adp|in adv|there .
dat [: that] goes in dere [: there] &~uhn doe(s)n't it ?	pron|that-Rel verb|go-Fin-Ind-Pres-S3 adp|in adv|there aux|do-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?
that's a pudding ?	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|pudding-Ger ?
no i(t)'s a pudding .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|pudding-Ger .
you have go .	pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 noun|go .
let catc(h) a big fis(h) again .	verb|let-Fin-Imp-S verb|catch-Inf-S det|a-Ind-Art adj|big-S1 noun|fish-Acc adv|again .
now i(t)'s mummy turn fis(h) .	adv|now pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|mummy noun|turn noun|fish .
mummy &-uh ha(ve) go .	noun|mummy aux|have-Fin-Ind-Pres-P3 verb|go-Inf-S .
ha(ve) go fis(h) .	aux|have-Fin-Ind-Pres-S verb|go-Inf-S noun|fish-Acc .
pudding dere [: there] .	noun|pudding-Ger adv|there .
now put in basik [: basket] .	adv|now verb|put-Fin-Imp-S adp|in noun|basket-Acc .
i(t)'s no te(le)scope .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|no-Def-Neg noun|telescope .
<now where's> [/] now where's another hair ?	adv|now adv|where~aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|hair ?
now where de [: the] hair ?	adv|now adv|where det|the-Def-Art noun|hair ?
yeah put de [: the] hair back on .	intj|yeah verb|put-Fin-Imp-S det|the-Def-Art noun|hair-Acc adv|back adp|on .
go on back on (.) you do it .	verb|go-Fin-Imp-S adp|on adv|back adp|on pron|you-Prs-Nom-S2 verb|do-Fin-Ind-Pres-S2 pron|it-Prs-Acc-S3 .
put it back +/.	verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adv|back +/.
gum [: time] to wake up now .	noun|time part|to verb|wake-Inf-S adp|up adv|now .
mummy look what's in it .	noun|mummy verb|look-Fin-Imp-S pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|in pron|it-Prs-Acc-S3 .
look it's not a watering can in it .	verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|water-Ger noun|can adp|in pron|it-Prs-Acc-S3 .
yes it's in it mum !	intj|yes pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|in pron|it-Prs-Acc-S3 noun|mum !
it is in it mummy .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adp|in pron|it-Prs-Acc-S3 noun|mummy .
that's a little baby .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|little-S1 noun|baby .
oh mummy that tractor is taking the baby !	intj|oh noun|mummy det|that-Def-Dem-Sing noun|tractor aux|be-Fin-Ind-Pres-S3 verb|take-Part-Pres-S det|the-Def-Art noun|baby-Acc !
that's xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .
we just need his arms up .	pron|we-Prs-Nom-P1 adv|just verb|need-Fin-Ind-Pres-P1 pron|his-Prs-Gen-S3 noun|arm-Plur-Acc adp|up .
<mum why have horsie> [/] how come is a horsie on there ?	adv|how noun|come aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|horsie adp|on adv|there ?
xxx idea it wouldn't come off &~uhn would it mum ?	noun|idea pron|it-Prs-Nom-S3 aux|would-Fin-S~part|not verb|come-Inf-S adp|off aux|would-Fin-S pron|it-Prs-Nom-S3 verb|mum-Inf-S ?
<won't come [: tome] off> [//] it won't go back on again mum .	pron|it-Prs-Nom-S3 aux|will-Fin-S~part|not verb|go-Inf-S adv|back adp|on adv|again noun|mum .
are [/] are [/] are xxx in it ?	aux|be-Fin-Ind-Pres-P3 adp|in pron|it-Prs-Acc-S3 ?
yeah look that's for playing in sandpit &~uhn isn't it ?	intj|yeah noun|look pron|that-Rel~aux|be-Fin-Ind-Pres-S3 sconj|for verb|play-Part-Pres-S adp|in noun|sandpit aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?
are you playing that hand [: sand] alrea(d)y ?	aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|play-Part-Pres-S det|that-Def-Dem-Sing noun|sand-Acc adv|already ?
can I put that on mum ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|put-Inf-S pron|that-Dem adp|on noun|mum ?
it's not on (pr)operly .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not adp|on adv|properly .
